author,authorLabel,birthDate,deathDate,birthPlaceLabel,deathPlaceLabel,genderLabel,countryLabel
http://www.wikidata.org/entity/Q2657491,Нильс Дестадсбадер,1988-08-19T00:00:00Z,,Кортрейк,,мужской пол,Бельгия
http://www.wikidata.org/entity/Q1409153,Regi Penxten,1976-03-04T00:00:00Z,,Хасселт,,мужской пол,Бельгия
http://www.wikidata.org/entity/Q5902263,Тобиас Карлссон,2000-01-01T00:00:00Z,,Швеция,,мужской пол,
http://www.wikidata.org/.well-known/genid/c732e88958ca7ea57f3956658a801501,http://www.wikidata.org/.well-known/genid/c732e88958ca7ea57f3956658a801501,,,,,,
http://www.wikidata.org/.well-known/genid/ba81638173e9ee2460fbb9dc2adf721f,http://www.wikidata.org/.well-known/genid/ba81638173e9ee2460fbb9dc2adf721f,,,,,,
http://www.wikidata.org/entity/Q112973,Сэнди Бэрон,1936-05-05T00:00:00Z,2001-01-21T00:00:00Z,Бруклин,Ван-Найс,мужской пол,США
http://www.wikidata.org/entity/Q7976043,Wayne Bickerton,1941-07-11T00:00:00Z,2015-11-28T00:00:00Z,Рил,Хартфордшир,мужской пол,Великобритания
http://www.wikidata.org/.well-known/genid/09c695f5889b6028019e53a5fb691374,http://www.wikidata.org/.well-known/genid/09c695f5889b6028019e53a5fb691374,,,,,,
http://www.wikidata.org/entity/Q52186298,Jan Groenteman,,,,,мужской пол,Бельгия
http://www.wikidata.org/entity/Q318475,Рэнди Ньюман,1943-11-28T00:00:00Z,,Лос-Анджелес,,мужской пол,США
http://www.wikidata.org/.well-known/genid/c981305556bcab07dada11b53e356ec2,http://www.wikidata.org/.well-known/genid/c981305556bcab07dada11b53e356ec2,,,,,,
http://www.wikidata.org/entity/Q3110370,Miguel Wiels,1972-09-01T00:00:00Z,,Гент,,мужской пол,Бельгия
http://www.wikidata.org/entity/Q112973,Сэнди Бэрон,1937-05-05T00:00:00Z,2001-01-21T00:00:00Z,Бруклин,Ван-Найс,мужской пол,США
http://www.wikidata.org/.well-known/genid/afd30b9b8dc1f4289af03ab76e143d7a,http://www.wikidata.org/.well-known/genid/afd30b9b8dc1f4289af03ab76e143d7a,,,,,,
http://www.wikidata.org/entity/Q17189364,Paskal Jakobsen,1974-01-20T00:00:00Z,,Флиссинген,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q20804322,Topic,1992-03-23T00:00:00Z,,Золинген,,мужской пол,Германия
http://www.wikidata.org/entity/Q107283556,Jorge Araújo Chiriboga,1892-01-01T00:00:00Z,1970-01-01T00:00:00Z,,,мужской пол,Эквадор
http://www.wikidata.org/.well-known/genid/eedecf7721ab3026744382c0bb87d3c2,http://www.wikidata.org/.well-known/genid/eedecf7721ab3026744382c0bb87d3c2,,,,,,
http://www.wikidata.org/.well-known/genid/c32f613e2e20578cb733edc1ec5d393f,http://www.wikidata.org/.well-known/genid/c32f613e2e20578cb733edc1ec5d393f,,,,,,
http://www.wikidata.org/entity/Q4476586,Wally Tax,1948-02-14T00:00:00Z,2005-04-10T00:00:00Z,Амстердам,Амстердам,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q463462,Ильзе ДеЛанж,1977-05-13T00:00:00Z,,Алмело,,женский пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/077de3f46b58f3f771c23231272860c4,http://www.wikidata.org/.well-known/genid/077de3f46b58f3f771c23231272860c4,,,,,,
http://www.wikidata.org/entity/Q634100,Йозеф Каэтан Тыл,1808-02-04T00:00:00Z,1856-07-11T00:00:00Z,Кутна-Гора,Пльзень,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q298360,Грейсон Ченс,1997-08-16T00:00:00Z,,Уичито-Фолс,,мужской пол,США
http://www.wikidata.org/entity/Q2270698,Nick Schilder,1983-11-06T00:00:00Z,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q10773635,Алеш Бальцарек,1840-02-21T00:00:00Z,1862-05-08T00:00:00Z,Шумвальд,Прага,мужской пол,
http://www.wikidata.org/.well-known/genid/dd6948058fb7a907586650baa4046809,http://www.wikidata.org/.well-known/genid/dd6948058fb7a907586650baa4046809,,,,,,
http://www.wikidata.org/entity/Q2187957,Луис Агиле,1936-02-24T00:00:00Z,2009-10-10T00:00:00Z,Буэнос-Айрес,Мадрид,мужской пол,Испания
http://www.wikidata.org/entity/Q2187957,Луис Агиле,1936-02-24T00:00:00Z,2009-10-10T00:00:00Z,Буэнос-Айрес,Мадрид,мужской пол,Аргентина
http://www.wikidata.org/.well-known/genid/eb5c6cf8d99aac19e6529201d5e32c54,http://www.wikidata.org/.well-known/genid/eb5c6cf8d99aac19e6529201d5e32c54,,,,,,
http://www.wikidata.org/.well-known/genid/e431db92010d42170ec33d23d8f3ac43,http://www.wikidata.org/.well-known/genid/e431db92010d42170ec33d23d8f3ac43,,,,,,
http://www.wikidata.org/entity/Q2355665,Дуви Боб,1992-12-12T00:00:00Z,,Амстердам,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/9289686749001478c2ad3042deda0604,http://www.wikidata.org/.well-known/genid/9289686749001478c2ad3042deda0604,,,,,,
http://www.wikidata.org/entity/Q549179,Гэри Брукер,1945-05-29T00:00:00Z,2022-02-19T00:00:00Z,"The Salvation Army Mothers' Hospital, Front Buildings",Гилфорд,мужской пол,Великобритания
http://www.wikidata.org/entity/Q99696326,Garry Christian,,,,,мужской пол,
http://www.wikidata.org/entity/Q713172,Кит Рид,1946-10-19T00:00:00Z,2023-03-23T00:00:00Z,Уэлин-Гарден-Сити,Лондон,мужской пол,Великобритания
http://www.wikidata.org/entity/Q56274265,Пэт Вегас,1946-03-17T00:00:00Z,,Коалинга,,мужской пол,
http://www.wikidata.org/.well-known/genid/c95e041cd7d68ad727cdf96d2265fa3e,http://www.wikidata.org/.well-known/genid/c95e041cd7d68ad727cdf96d2265fa3e,,,,,,
http://www.wikidata.org/entity/Q529603,Патрик Леонард,1956-03-14T00:00:00Z,,Кристал-Фолс,,мужской пол,США
http://www.wikidata.org/.well-known/genid/e50509d966042af35b04d399ae545f15,http://www.wikidata.org/.well-known/genid/e50509d966042af35b04d399ae545f15,,,,,,
http://www.wikidata.org/entity/Q10773635,Алеш Бальцарек,1840-02-21T00:00:00Z,1862-05-01T00:00:00Z,Шумвальд,Прага,мужской пол,
http://www.wikidata.org/.well-known/genid/821089dbb519d29b46a93336453be3c6,http://www.wikidata.org/.well-known/genid/821089dbb519d29b46a93336453be3c6,,,,,,
http://www.wikidata.org/.well-known/genid/d8a75670c33cec1fc319619bbee8100b,http://www.wikidata.org/.well-known/genid/d8a75670c33cec1fc319619bbee8100b,,,,,,
http://www.wikidata.org/entity/Q47494632,Thijs Boontjes,1987-11-14T00:00:00Z,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/ae5f3ec0f3c3c4e0f70e139c78a2681e,http://www.wikidata.org/.well-known/genid/ae5f3ec0f3c3c4e0f70e139c78a2681e,,,,,,
http://www.wikidata.org/.well-known/genid/be30d6a134b849438a250e9c0ca087b4,http://www.wikidata.org/.well-known/genid/be30d6a134b849438a250e9c0ca087b4,,,,,,
http://www.wikidata.org/.well-known/genid/bbdbe7cf2edc358cd18338b07117aaa3,http://www.wikidata.org/.well-known/genid/bbdbe7cf2edc358cd18338b07117aaa3,,,,,,
http://www.wikidata.org/.well-known/genid/95c73681d83053716b59d5b960b0027c,http://www.wikidata.org/.well-known/genid/95c73681d83053716b59d5b960b0027c,,,,,,
http://www.wikidata.org/entity/Q1955970,Matthijs van Duijvenbode,1981-06-03T00:00:00Z,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1020-01-01T00:00:00Z,1070-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q10392625,Václav Juda Novotný,1849-09-17T00:00:00Z,1922-08-01T00:00:00Z,Vesce,Нове-Место,мужской пол,Австро-Венгрия
http://www.wikidata.org/entity/Q561127,Яцек Качмарский,1957-03-22T00:00:00Z,2004-04-10T00:00:00Z,Варшава,Гданьск,мужской пол,Польша
http://www.wikidata.org/entity/Q10392625,Václav Juda Novotný,1849-09-17T00:00:00Z,1922-08-01T00:00:00Z,Vesce,Нове-Место,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q1698,Серж Генсбур,1928-04-02T00:00:00Z,1991-03-02T00:00:00Z,IV округ Парижа,VII округ Парижа,мужской пол,Франция
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1021-01-01T00:00:00Z,1070-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q114177615,Alexander Gast,,,,,мужской пол,Германия
http://www.wikidata.org/entity/Q1160835,Daniel Giese,2000-01-01T00:00:00Z,,Меппен,,мужской пол,Германия
http://www.wikidata.org/entity/Q12286987,Митко Штерев,1946-01-28T00:00:00Z,,Ямбол,,мужской пол,
http://www.wikidata.org/.well-known/genid/36e8fd03c389a4185f2b5a3c173ae329,http://www.wikidata.org/.well-known/genid/36e8fd03c389a4185f2b5a3c173ae329,,,,,,
http://www.wikidata.org/entity/Q12003019,Ferdinand Sládek,1872-05-19T00:00:00Z,1943-05-30T00:00:00Z,Ledenice,Карлин,мужской пол,Чехословакия
http://www.wikidata.org/entity/Q12282386,Kalin Donkov,1941-12-02T00:00:00Z,,,,мужской пол,Болгария
http://www.wikidata.org/entity/Q310679,Дино Мерлин,1962-09-12T00:00:00Z,,Сараево,,мужской пол,Босния и Герцеговина
http://www.wikidata.org/entity/Q120175151,Danick Dupelle,,,,,мужской пол,Канада
http://www.wikidata.org/entity/Q485368,E-Tribe,,,,,,Республика Корея
http://www.wikidata.org/entity/Q7033830,Tal Gordon,1968-11-07T00:00:00Z,,Тель-Авив,,женский пол,Израиль
http://www.wikidata.org/entity/Q114275109,Andreas Koroschetz,1983-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q7692057,Тебей,1983-10-14T00:00:00Z,,Канада,,мужской пол,Канада
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1020-01-01T00:00:00Z,1057-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1020-01-01T00:00:00Z,1058-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q9474720,Chen Ming-chang,1956-07-04T00:00:00Z,,Бэйтоу,,мужской пол,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1021-01-01T00:00:00Z,1057-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q239355,Шломо Ибн Гебироль,1021-01-01T00:00:00Z,1058-01-01T00:00:00Z,Малага,Валенсия,мужской пол,Кордовский халифат
http://www.wikidata.org/entity/Q108670654,Matt Lang,,,Маниваки,,мужской пол,
http://www.wikidata.org/entity/Q12276708,Georgi Stanchev,1951-06-01T00:00:00Z,,София,,мужской пол,Болгария
http://www.wikidata.org/entity/Q10392625,Václav Juda Novotný,1849-09-17T00:00:00Z,1922-08-01T00:00:00Z,Vesce,Нове-Место,мужской пол,Чехословакия
http://www.wikidata.org/entity/Q707201,Джон Лаудермилк,1934-03-31T00:00:00Z,2016-09-21T00:00:00Z,Дарем,Christiana,мужской пол,США
http://www.wikidata.org/.well-known/genid/6321fd71fc0d3af898e3b417ec42100e,http://www.wikidata.org/.well-known/genid/6321fd71fc0d3af898e3b417ec42100e,,,,,,
http://www.wikidata.org/entity/Q1333939,Джо Саут,1940-02-28T00:00:00Z,2012-09-05T00:00:00Z,Атланта,Бьюфорд,мужской пол,США
http://www.wikidata.org/entity/Q3185038,Gordon Groothedde,1968-10-11T00:00:00Z,,Зютфен,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/3efb0ac91c006a758fbeeac651ebe68c,http://www.wikidata.org/.well-known/genid/3efb0ac91c006a758fbeeac651ebe68c,,,,,,
http://www.wikidata.org/entity/Q6302042,Jud Strunk,1936-06-11T00:00:00Z,1981-10-05T00:00:00Z,Джеймстаун,Carrabassett Valley,мужской пол,США
http://www.wikidata.org/entity/Q42715528,Oli,1996-04-19T00:00:00Z,,,,мужской пол,Франция
http://www.wikidata.org/entity/Q21707211,Михаил Викторович Чертищев,1986-03-01T00:00:00Z,,Кингисепп,,мужской пол,Россия
http://www.wikidata.org/.well-known/genid/8da8b550b875c9b73662ef09829b90ec,http://www.wikidata.org/.well-known/genid/8da8b550b875c9b73662ef09829b90ec,,,,,,
http://www.wikidata.org/.well-known/genid/5df1e31f1811fe9af97d6ee6c47165e4,http://www.wikidata.org/.well-known/genid/5df1e31f1811fe9af97d6ee6c47165e4,,,,,,
http://www.wikidata.org/entity/Q2186934,Syb van der Ploeg,1966-06-15T00:00:00Z,,Доккюм,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q318223,Макс Мартин,1971-02-26T00:00:00Z,,Sånga församling,,мужской пол,Швеция
http://www.wikidata.org/entity/Q42715528,Oli,1996-04-19T00:00:00Z,,,,мужской пол,Аргентина
http://www.wikidata.org/entity/Q1173639,Дэвид Болл,1959-05-03T00:00:00Z,2025-10-22T00:00:00Z,Честер,Лондон,мужской пол,Великобритания
http://www.wikidata.org/entity/Q179849,Джон Лииз,1947-01-13T00:00:00Z,,Олдем,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q5119903,Gerrit den Braber,1929-03-23T00:00:00Z,1997-05-02T00:00:00Z,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q5119903,Gerrit den Braber,1929-03-23T00:00:00Z,1997-05-03T00:00:00Z,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q6927692,Moyinkutty Vaidyar,1852-01-01T00:00:00Z,1892-01-01T00:00:00Z,,,мужской пол,Британская Индия
http://www.wikidata.org/entity/Q294531,Нил Даймонд,1941-01-24T00:00:00Z,,Бруклин,,мужской пол,США
http://www.wikidata.org/.well-known/genid/8cb506c46a192f87a72198f0215b20fe,http://www.wikidata.org/.well-known/genid/8cb506c46a192f87a72198f0215b20fe,,,,,,
http://www.wikidata.org/entity/Q3167183,Jean-Luc Lahaye,1952-12-23T00:00:00Z,,Париж,,мужской пол,Франция
http://www.wikidata.org/entity/Q2330044,Stan Kesler,1928-08-11T00:00:00Z,2020-10-26T00:00:00Z,Аббевилл,,мужской пол,США
http://www.wikidata.org/entity/Q40213,Уильям Батлер Йейтс,1865-06-13T00:00:00Z,1939-01-28T00:00:00Z,Сандимаунт,Рокебрюн — Кап-Мартен,мужской пол,Ирландское Свободное государство
http://www.wikidata.org/entity/Q456747,Vitaa,1983-03-14T00:00:00Z,,Мюлуз,,женский пол,Альжери
http://www.wikidata.org/.well-known/genid/7543fecc324b826ad6d7ada255480f47,http://www.wikidata.org/.well-known/genid/7543fecc324b826ad6d7ada255480f47,,,,,,
http://www.wikidata.org/entity/Q42715516,Bigflo,1993-01-22T00:00:00Z,,,,мужской пол,Франция
http://www.wikidata.org/.well-known/genid/cd3ebcad3a453ba19ddf1bf652c8d7e1,http://www.wikidata.org/.well-known/genid/cd3ebcad3a453ba19ddf1bf652c8d7e1,,,,,,
http://www.wikidata.org/entity/Q160009,Пинк,1979-09-08T00:00:00Z,,Дойлстаун,,женский пол,США
http://www.wikidata.org/entity/Q42715516,Bigflo,1993-01-22T00:00:00Z,,,,мужской пол,Аргентина
http://www.wikidata.org/.well-known/genid/fc614717884940acb910a55b794f22ac,http://www.wikidata.org/.well-known/genid/fc614717884940acb910a55b794f22ac,,,,,,
http://www.wikidata.org/.well-known/genid/86b84d87d1314691a1e6080b754f3c5a,http://www.wikidata.org/.well-known/genid/86b84d87d1314691a1e6080b754f3c5a,,,,,,
http://www.wikidata.org/.well-known/genid/287ddfc559a49edd061b185b4f2ae54e,http://www.wikidata.org/.well-known/genid/287ddfc559a49edd061b185b4f2ae54e,,,,,,
http://www.wikidata.org/entity/Q286501,Shellback,1985-02-01T00:00:00Z,,Асарум,,мужской пол,Швеция
http://www.wikidata.org/.well-known/genid/cbcb10559e6ab3c04d30164bfefaa2e7,http://www.wikidata.org/.well-known/genid/cbcb10559e6ab3c04d30164bfefaa2e7,,,,,,
http://www.wikidata.org/.well-known/genid/e889a62877d0bed73d1f30a9e30c58e8,http://www.wikidata.org/.well-known/genid/e889a62877d0bed73d1f30a9e30c58e8,,,,,,
http://www.wikidata.org/entity/Q3168129,Жан-Мишель Рива,1939-04-23T00:00:00Z,,Везуль,,мужской пол,Франция
http://www.wikidata.org/entity/Q358995,Chi Coltrane,1948-11-16T00:00:00Z,,Расин,,женский пол,США
http://www.wikidata.org/.well-known/genid/3dce191434655f6e707ed1c27e4041ae,http://www.wikidata.org/.well-known/genid/3dce191434655f6e707ed1c27e4041ae,,,,,,
http://www.wikidata.org/entity/Q53453,Ален Сушон,1944-05-27T00:00:00Z,,Касабланка,,мужской пол,Франция
http://www.wikidata.org/entity/Q117970,Граймс,1988-03-17T00:00:00Z,,Ванкувер,,женский пол,Канада
http://www.wikidata.org/entity/Q138007,Леа Гольдберг,1911-05-29T00:00:00Z,1970-01-15T00:00:00Z,Кёнигсберг,Иерусалим,женский пол,Израиль
http://www.wikidata.org/entity/Q452166,Марк Алмонд,1957-07-09T00:00:00Z,,Саутпорт,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q3303251,Maître Gims,1986-05-05T00:00:00Z,,Киншаса,,мужской пол,Демократическая Республика Конго
http://www.wikidata.org/entity/Q434724,Oleta Adams,1953-05-04T00:00:00Z,,Сиэтл,,женский пол,США
http://www.wikidata.org/.well-known/genid/6d73caf1b815ba40916c46740df1bd1c,http://www.wikidata.org/.well-known/genid/6d73caf1b815ba40916c46740df1bd1c,,,,,,
http://www.wikidata.org/.well-known/genid/78f161c593943e4056ce9cc40008ea88,http://www.wikidata.org/.well-known/genid/78f161c593943e4056ce9cc40008ea88,,,,,,
http://www.wikidata.org/.well-known/genid/347bda2b21ba98e5128075f7c97a6765,http://www.wikidata.org/.well-known/genid/347bda2b21ba98e5128075f7c97a6765,,,,,,
http://www.wikidata.org/entity/Q1378792,Мэттью Уайлдер,1953-01-24T00:00:00Z,,Нью-Йорк,,мужской пол,США
http://www.wikidata.org/entity/Q3441079,Romano Musumarra,1956-07-21T00:00:00Z,,Рим,,мужской пол,Италия
http://www.wikidata.org/.well-known/genid/57e7df7ab694be2522440b578996bcaa,http://www.wikidata.org/.well-known/genid/57e7df7ab694be2522440b578996bcaa,,,,,,
http://www.wikidata.org/entity/Q1944607,Joey Dyser,1944-01-27T00:00:00Z,,,,женский пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q313453,Stromae,1985-03-12T00:00:00Z,,Эттербек,,мужской пол,Бельгия
http://www.wikidata.org/entity/Q1534428,Джонни Хортон,1925-04-30T00:00:00Z,1960-11-05T00:00:00Z,Лос-Анджелес,Майлам,мужской пол,США
http://www.wikidata.org/entity/Q40213,Уильям Батлер Йейтс,1865-03-13T00:00:00Z,1939-01-28T00:00:00Z,Сандимаунт,Ментона,мужской пол,Ирландское Свободное государство
http://www.wikidata.org/.well-known/genid/6b8e219ca92baef8f8776328f5b66e83,http://www.wikidata.org/.well-known/genid/6b8e219ca92baef8f8776328f5b66e83,,,,,,
http://www.wikidata.org/.well-known/genid/2b13ca3cfc8125d1690fdbced2c4eae1,http://www.wikidata.org/.well-known/genid/2b13ca3cfc8125d1690fdbced2c4eae1,,,,,,
http://www.wikidata.org/.well-known/genid/6b0a56a5e6125be37a160e66387bb192,http://www.wikidata.org/.well-known/genid/6b0a56a5e6125be37a160e66387bb192,,,,,,
http://www.wikidata.org/entity/Q316282,Джон Мейолл,1933-11-29T00:00:00Z,2024-07-22T00:00:00Z,Маклсфилд,Лос-Анджелес,мужской пол,Великобритания
http://www.wikidata.org/entity/Q16196401,Джефф Коэн,1966-01-28T00:00:00Z,,Бруклин,,мужской пол,США
http://www.wikidata.org/.well-known/genid/4a2ed5220a84569fa545f87c90686c35,http://www.wikidata.org/.well-known/genid/4a2ed5220a84569fa545f87c90686c35,,,,,,
http://www.wikidata.org/entity/Q2003209,Guus Westdorp,1961-06-02T00:00:00Z,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q587483,Эдди Марней,1920-12-18T00:00:00Z,2003-01-03T00:00:00Z,Алжир,Нёйи-сюр-Сен,мужской пол,Франция
http://www.wikidata.org/.well-known/genid/6da317b3c653d62e5a7cb536bdf71af6,http://www.wikidata.org/.well-known/genid/6da317b3c653d62e5a7cb536bdf71af6,,,,,,
http://www.wikidata.org/entity/Q3169057,Жан-Пьер Буртэйр,1942-01-31T00:00:00Z,2024-03-04T00:00:00Z,XV округ Парижа,Шату,мужской пол,Франция
http://www.wikidata.org/entity/Q15059512,Rob Crosby,1954-04-25T00:00:00Z,,,,мужской пол,США
http://www.wikidata.org/entity/Q1397939,Эмиль Штерн,1913-04-28T00:00:00Z,1997-01-13T00:00:00Z,III округ Парижа,Канны,мужской пол,Франция
http://www.wikidata.org/.well-known/genid/0c07db297e8bcacd57c078f02710fb4f,http://www.wikidata.org/.well-known/genid/0c07db297e8bcacd57c078f02710fb4f,,,,,,
http://www.wikidata.org/entity/Q2804036,Nico Outhuijse,1972-04-04T00:00:00Z,,Харлинген,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/78cf4dcc073ad5474d1aece182b231b0,http://www.wikidata.org/.well-known/genid/78cf4dcc073ad5474d1aece182b231b0,,,,,,
http://www.wikidata.org/entity/Q3184053,Josef Režný,1924-02-02T00:00:00Z,2012-12-10T00:00:00Z,Страконице,Страконице,мужской пол,Чехия
http://www.wikidata.org/entity/Q3082827,Фрэнк Томас,1936-05-15T00:00:00Z,2017-01-20T00:00:00Z,Монпелье,I округ Парижа,мужской пол,Франция
http://www.wikidata.org/entity/Q2934217,Simon Keizer,1984-05-16T00:00:00Z,,Волендам,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/7a77d3e19ac982b7fa6ab8d04f0f5bf2,http://www.wikidata.org/.well-known/genid/7a77d3e19ac982b7fa6ab8d04f0f5bf2,,,,,,
http://www.wikidata.org/entity/Q2006759,Lisa Boray,1956-01-26T00:00:00Z,,Бреда,,женский пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q3092557,Félix Mortreuil,1855-11-29T00:00:00Z,1928-10-28T00:00:00Z,Бордо,X округ Парижа,мужской пол,Франция
http://www.wikidata.org/.well-known/genid/4234967cff042172111b6e17bfc8e7e5,http://www.wikidata.org/.well-known/genid/4234967cff042172111b6e17bfc8e7e5,,,,,,
http://www.wikidata.org/.well-known/genid/424b470f6c7e235f32b2b442cd7f5958,http://www.wikidata.org/.well-known/genid/424b470f6c7e235f32b2b442cd7f5958,,,,,,
http://www.wikidata.org/entity/Q40213,Уильям Батлер Йейтс,1865-03-13T00:00:00Z,1939-01-28T00:00:00Z,Сандимаунт,Рокебрюн — Кап-Мартен,мужской пол,Ирландское Свободное государство
http://www.wikidata.org/.well-known/genid/fc9fecf5bf8586e08b597eab4ffd9cb7,http://www.wikidata.org/.well-known/genid/fc9fecf5bf8586e08b597eab4ffd9cb7,,,,,,
http://www.wikidata.org/entity/Q40213,Уильям Батлер Йейтс,1865-06-13T00:00:00Z,1939-01-28T00:00:00Z,Сандимаунт,Ментона,мужской пол,Ирландское Свободное государство
http://www.wikidata.org/.well-known/genid/aecb97fe5b92774b80ab499997430600,http://www.wikidata.org/.well-known/genid/aecb97fe5b92774b80ab499997430600,,,,,,
http://www.wikidata.org/entity/Q151304,Джек Антонофф,1984-03-31T00:00:00Z,,Бергенфилд,,мужской пол,США
http://www.wikidata.org/entity/Q181484,Сия,1975-12-18T00:00:00Z,,Аделаида,,женский пол,Австралия
http://www.wikidata.org/entity/Q13746050,Wu Yizhen,1994-05-26T00:00:00Z,,Шанхай,,мужской пол,Китай
http://www.wikidata.org/.well-known/genid/619036349712ccad1ed3a437d5e6fb38,http://www.wikidata.org/.well-known/genid/619036349712ccad1ed3a437d5e6fb38,,,,,,
http://www.wikidata.org/entity/Q1655654,Иэн Тайсон,1933-09-25T00:00:00Z,2022-12-29T00:00:00Z,Виктория,Longview,мужской пол,Канада
http://www.wikidata.org/entity/Q1666,Жак Брель,1929-04-08T00:00:00Z,1978-10-09T00:00:00Z,Схарбек,Avicenne Hospital,мужской пол,Бельгия
http://www.wikidata.org/entity/Q46994463,Rex Orange County,1998-05-04T00:00:00Z,,Хейзлмир,,мужской пол,Великобритания
http://www.wikidata.org/.well-known/genid/afccab40119d0bf306963a9bb49b72bc,http://www.wikidata.org/.well-known/genid/afccab40119d0bf306963a9bb49b72bc,,,,,,
http://www.wikidata.org/entity/Q21810161,František Žák,1862-05-15T00:00:00Z,1934-12-22T00:00:00Z,Hlavňov,Старе-Место,мужской пол,
http://www.wikidata.org/.well-known/genid/1ff4d057a2696a4154cbc29edcec3dfd,http://www.wikidata.org/.well-known/genid/1ff4d057a2696a4154cbc29edcec3dfd,,,,,,
http://www.wikidata.org/.well-known/genid/e87a44a33965df10499cec1131f14d37,http://www.wikidata.org/.well-known/genid/e87a44a33965df10499cec1131f14d37,,,,,,
http://www.wikidata.org/.well-known/genid/b2296a73db69a5e1443c8e3b5555b583,http://www.wikidata.org/.well-known/genid/b2296a73db69a5e1443c8e3b5555b583,,,,,,
http://www.wikidata.org/entity/Q923194,Жан-Клод Ваннье,1943-03-04T00:00:00Z,,Курбевуа,,мужской пол,Франция
http://www.wikidata.org/entity/Q3595546,Adivi Bapiraju,1895-01-01T00:00:00Z,1952-01-01T00:00:00Z,Bhimavaram,,мужской пол,Индия
http://www.wikidata.org/.well-known/genid/37c84b19002bb0a965aa2d38477ddff7,http://www.wikidata.org/.well-known/genid/37c84b19002bb0a965aa2d38477ddff7,,,,,,
http://www.wikidata.org/.well-known/genid/3616b14ecc0f87dbf9ea78dd7b53ae31,http://www.wikidata.org/.well-known/genid/3616b14ecc0f87dbf9ea78dd7b53ae31,,,,,,
http://www.wikidata.org/entity/Q1277670,Маршалл Грант,1928-05-05T00:00:00Z,2011-08-07T00:00:00Z,Брайсон-Сити,Джонсборо,мужской пол,США
http://www.wikidata.org/entity/Q12022502,Jan Evangelista Nečas,1849-12-25T00:00:00Z,1919-01-30T00:00:00Z,Studnice,Брно,мужской пол,
http://www.wikidata.org/entity/Q3595546,Adivi Bapiraju,1895-01-01T00:00:00Z,1952-01-01T00:00:00Z,Bhimavaram,,мужской пол,Британская Индия
http://www.wikidata.org/entity/Q451075,Альберт Хаммонд,1944-05-18T00:00:00Z,,Лондон,,мужской пол,Великобритания
http://www.wikidata.org/.well-known/genid/fa8332f8fe3a28249cbacfefaf5286b0,http://www.wikidata.org/.well-known/genid/fa8332f8fe3a28249cbacfefaf5286b0,,,,,,
http://www.wikidata.org/entity/Q3595546,Adivi Bapiraju,1895-10-08T00:00:00Z,1952-01-01T00:00:00Z,Bhimavaram,,мужской пол,Индия
http://www.wikidata.org/.well-known/genid/5a6c938e0372cc9c486d420ffc5368ab,http://www.wikidata.org/.well-known/genid/5a6c938e0372cc9c486d420ffc5368ab,,,,,,
http://www.wikidata.org/entity/Q3595546,Adivi Bapiraju,1895-01-01T00:00:00Z,1952-01-01T00:00:00Z,Bhimavaram,,мужской пол,Индийский Союз
http://www.wikidata.org/entity/Q3595546,Adivi Bapiraju,1895-01-01T00:00:00Z,1952-09-22T00:00:00Z,Bhimavaram,,мужской пол,Индия
http://www.wikidata.org/entity/Q14361676,Smith & Burrows,,,,,,
