work,workLabel,authorLabel,genreLabel,countryLabel,durationLabel
http://www.wikidata.org/entity/Q124381955,Q124381955,Lotar Olias,шлягер,Германия,
http://www.wikidata.org/entity/Q124409031,Afghanistan (song),William Wilander,новелти,,
http://www.wikidata.org/entity/Q123171046,Ам Исраэль хай,Шломо Карлебах,,Германия,
http://www.wikidata.org/entity/Q124419317,Q124419317,Norbert Hammerschmidt,шлягер,Германия,
http://www.wikidata.org/entity/Q124287822,Q124287822,John O’Brien-Docker,шлягер,Великобритания,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,кантри,Королевство Египет,
http://www.wikidata.org/entity/Q124286747,Q124286747,Georg Buschor,шлягер,Германия,
http://www.wikidata.org/entity/Q124294926,Q124294926,Петер Орлофф,шлягер,Германия,
http://www.wikidata.org/entity/Q124151752,Q124151752,Joachim Heider,шлягер,Германия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,кантри,Израиль,
http://www.wikidata.org/entity/Q124454688,Q124454688,Фредди Куинн,кантри,Австрия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,вестерн,Египет,
http://www.wikidata.org/entity/Q124667086,Zangra,Жак Брель,,Бельгия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,вестерн,США,
http://www.wikidata.org/entity/Q124381955,Q124381955,Lotar Olias,вестерн,Германия,
http://www.wikidata.org/entity/Q124295958,Q124295958,Берт Кемпферт,шлягер,Германия,
http://www.wikidata.org/entity/Q124215090,Q124215090,Ernst Bader,шлягер,Германия,
http://www.wikidata.org/entity/Q124454688,Q124454688,Кен Кертис,кантри,США,
http://www.wikidata.org/entity/Q124412967,Q124412967,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124409031,Afghanistan (song),Harry Donnelly,новелти,,
http://www.wikidata.org/entity/Q124157463,Q124157463,Georg Buschor,шлягер,Германия,
http://www.wikidata.org/entity/Q124286747,Q124286747,Wolfgang Rödelberger,шлягер,Германия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,вестерн,Королевство Египет,
http://www.wikidata.org/entity/Q124347628,Q124347628,Max Colpet,шлягер,США,
http://www.wikidata.org/entity/Q124316516,Q124316516,Шуки Леви,кантри,США,
http://www.wikidata.org/entity/Q117351047,Аист на крыше,"Поперечный, Анатолий Григорьевич",поп-музыка,Россия,
http://www.wikidata.org/entity/Q124151752,Q124151752,Михаэль Кунце,шлягер,Германия,
http://www.wikidata.org/entity/Q117351047,Аист на крыше,"Поперечный, Анатолий Григорьевич",поп-музыка,СССР,
http://www.wikidata.org/entity/Q124455341,Q124455341,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124353022,Q124353022,Joachim Heider,шлягер,Германия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Хаим Сабан,вестерн,Израиль,
http://www.wikidata.org/entity/Q124355807,Q124355807,Чип Тейлор,шлягер,США,
http://www.wikidata.org/entity/Q123260884,Q123260884,Jiří Černý,,Чехия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Шуки Леви,кантри,Израиль,
http://www.wikidata.org/entity/Q124347628,Q124347628,Max Colpet,вестерн,США,
http://www.wikidata.org/entity/Q124369381,Q124369381,Victor Bach,шлягер,Королевство Италия,
http://www.wikidata.org/entity/Q124289682,Q124289682,народная,шлягер,,
http://www.wikidata.org/entity/Q124097863,Q124097863,Tony,шлягер,Германия,
http://www.wikidata.org/entity/Q124419106,Q124419106,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124338876,Q124338876,Walter Rothenburg,моряцкая песня,Германия,
http://www.wikidata.org/entity/Q124369381,Q124369381,Victor Bach,шлягер,Италия,
http://www.wikidata.org/entity/Q124381955,Q124381955,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Шуки Леви,вестерн,США,
http://www.wikidata.org/entity/Q124454688,Q124454688,Günther Behrle,кантри,Германия,
http://www.wikidata.org/entity/Q124419317,Q124419317,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124338876,Q124338876,Walter Rothenburg,шлягер,Германия,
http://www.wikidata.org/entity/Q124267334,Q124267334,Peter Moesser,моряцкая песня,Германия,
http://www.wikidata.org/entity/Q124353022,Q124353022,Михаэль Кунце,шлягер,Германия,
http://www.wikidata.org/entity/Q124347628,Q124347628,Lotar Olias,шлягер,Германия,
http://www.wikidata.org/entity/Q124175220,Q124175220,Ernst Bader,шлягер,Германия,
http://www.wikidata.org/entity/Q124078827,Q124078827,Walter Rothenburg,моряцкая песня,Германия,
http://www.wikidata.org/entity/Q117089818,Merry May the Maid Be,"Sir John Clerk, 2nd Baronet",,Королевство Великобритания,
http://www.wikidata.org/entity/Q124078827,Q124078827,Walter Rothenburg,шлягер,Германия,
http://www.wikidata.org/entity/Q124405786,Q124405786,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124338876,Q124338876,Lotar Olias,моряцкая песня,Германия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Клод Боллин,кантри,Франция,
http://www.wikidata.org/entity/Q122751828,Night and Day,Андраник Шахинян,,,
http://www.wikidata.org/entity/Q124355807,Q124355807,Wes Farrell,шлягер,США,
http://www.wikidata.org/entity/Q124338876,Q124338876,Lotar Olias,шлягер,Германия,
http://www.wikidata.org/entity/Q124316516,Q124316516,Шуки Леви,вестерн,Израиль,
http://www.wikidata.org/entity/Q124381955,Q124381955,Фредди Куинн,вестерн,Австрия,
http://www.wikidata.org/entity/Q124364271,Q124364271,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q124205059,Q124205059,Leo Leandros,шлягер,Германия,
http://www.wikidata.org/entity/Q124078827,Q124078827,Lotar Olias,моряцкая песня,Германия,
http://www.wikidata.org/entity/Q115945775,Getcha,Matt Lang,,,
http://www.wikidata.org/entity/Q113642547,Q113642547,Kalin Donkov,баллада,Болгария,
http://www.wikidata.org/entity/Q113648969,Q113648969,Дино Мерлин,севдалинка,Босния и Герцеговина,
http://www.wikidata.org/entity/Q115135859,Q115135859,Шломо Ибн Гебироль,Q5977131,Кордовский халифат,
http://www.wikidata.org/entity/Q125491031,Q125491031,Фредди Куинн,шлягер,Австрия,
http://www.wikidata.org/entity/Q134302750,Q134302750,Леа Гольдберг,,Израиль,
http://www.wikidata.org/entity/Q115945775,Getcha,Тебей,,Канада,
http://www.wikidata.org/entity/Q126616838,Q126616838,Дживани,,Российская империя,
http://www.wikidata.org/entity/Q131438896,Q131438896,Michel Luette,,Франция,
http://www.wikidata.org/entity/Q113642547,Q113642547,Митко Штерев,баллада,,
http://www.wikidata.org/entity/Q125491031,Q125491031,Петер Орлофф,шлягер,Германия,
http://www.wikidata.org/entity/Q115945775,Getcha,Danick Dupelle,,Канада,
http://www.wikidata.org/entity/Q114275074,Q114275074,Daniel Giese,,Германия,
http://www.wikidata.org/entity/Q113585403,The Sand and the Soldier,Серж Генсбур,,Франция,
http://www.wikidata.org/entity/Q130614793,Let Us Support With Arms Our Highest Commander,Син Ун Хо,пропагандистская музыка,КНДР,
http://www.wikidata.org/entity/Q129813971,Copla de los siete niños,"Quintero, León y Quiroga",,,
http://www.wikidata.org/entity/Q114275074,Q114275074,Alexander Gast,,Германия,
http://www.wikidata.org/entity/Q114275074,Q114275074,Andreas Koroschetz,,,
http://www.wikidata.org/entity/Q113989625,hakaas (anger),Tal Gordon,рок-музыка,Израиль,257
http://www.wikidata.org/entity/Q131865373,Giorni,Андреа Ло Веккьо,,Королевство Италия,
http://www.wikidata.org/entity/Q113642547,Q113642547,Georgi Stanchev,баллада,Болгария,
http://www.wikidata.org/entity/Q136914774,Q136914774,Q136914222,,Уэльс,
http://www.wikidata.org/entity/Q115612955,Supa Dupa Diva,E-Tribe,K-pop,Республика Корея,
http://www.wikidata.org/entity/Q131865373,Giorni,Андреа Ло Веккьо,,Италия,
http://www.wikidata.org/entity/Q113648969,Q113648969,Дино Мерлин,метал,Босния и Герцеговина,
http://www.wikidata.org/entity/Q128493683,Q128493683,Миряна Башева,поп-музыка,Болгария,
http://www.wikidata.org/entity/Q125545475,La salvación,Arde Bogotá,альтернативный рок,,
